name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Consumption Deflator Growth,current,0.0157,0.0137,0.0151,0.0182,0.0178,0.0106,0.0092,NA,0.0083,0.0082,0.0073,0.0065,0.006,0.0057,0.0056,0.0056,0.0055
Consumption Deflator Growth,difference,-0,0,-0,0,0,0,-0,NA,0,-0,0,-0,0,0,-0,-0,0
Consumption Deflator Growth,previous,0.0157,0.0137,0.0151,0.0182,0.0178,0.0106,0.0092,NA,0.0083,0.0082,0.0073,0.0065,0.006,0.0057,0.0056,0.0056,0.0055
Cpiu,current,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,305.535,308.522,311.218,313.446,315.355,317.119,318.802,320.534,322.229
Cpiu,difference,-0,0,-0,-0,-0,-0,0,NA,0,0,0,0,0,0,0,0,0
Cpiu,previous,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,305.535,308.522,311.218,313.446,315.355,317.119,318.802,320.534,322.229
Federal Aid to Small Businesses Arp Contribution,current,0.0421,0.1852,0.0477,-0.0341,0.0254,0.0247,-0.0365,NA,-7e-4,-7e-4,-0.0075,-0.0073,-0.0179,-0.0685,-0.0297,-0.0287,-0.0266
Federal Aid to Small Businesses Arp Contribution,difference,-0,0,0,-0,-0,0,0,NA,0,0,0,0,0,1e-4,0,0,0
Federal Aid to Small Businesses Arp Contribution,previous,0.0421,0.1852,0.0477,-0.0341,0.0254,0.0247,-0.0365,NA,-7e-4,-7e-4,-0.0075,-0.0074,-0.018,-0.0687,-0.0298,-0.0288,-0.0266
Federal Contribution,current,0.0284,-0.6712,0.1908,-0.1082,0.4458,-0.1766,-0.4422,NA,-0.3781,-0.1154,-0.1796,-0.3935,-0.4988,-0.1362,-0.1377,-0.4495,-32.1939
Federal Contribution,difference,0,-0,0,0,-0,0,-0,NA,0.0018,2e-4,-0.1357,-0.0989,-0.0733,-0.0749,-0.0861,-0.0622,0.7038
Federal Contribution,previous,0.0284,-0.6712,0.1908,-0.1082,0.4458,-0.1766,-0.4422,NA,-0.38,-0.1155,-0.0439,-0.2947,-0.4254,-0.0612,-0.0515,-0.3873,-32.8977
Federal Corporate Taxes Contribution,current,-0.0171,-0.0119,-0.02,-0.0402,-0.0512,-0.0516,-0.0296,NA,-0.0595,-0.0427,-0.0375,-0.0259,-0.0112,-0.0135,-0.0026,-0.0065,0.1862
Federal Corporate Taxes Contribution,difference,-0,0,-0,-0,0,-0,0,NA,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-2e-4
Federal Corporate Taxes Contribution,previous,-0.0171,-0.0119,-0.02,-0.0402,-0.0512,-0.0516,-0.0296,NA,-0.0584,-0.0416,-0.0364,-0.0248,-0.01,-0.0124,-0.0015,-0.0054,0.1864
Federal Health Outlays Contribution,current,0.0496,0.1592,0.0549,0.071,-0.0742,-0.084,-0.0617,NA,0.1157,0.0718,-0.0092,-0.0885,-0.131,-0.0864,0.0347,0.0916,-5.3679
Federal Health Outlays Contribution,difference,0,0,-0,-0,-0,0,0,NA,0.071,0.0641,0.0494,0.0376,-0.04,-0.0424,0.0263,0.0916,-0.0223
Federal Health Outlays Contribution,previous,0.0496,0.1592,0.0549,0.071,-0.0742,-0.084,-0.0617,NA,0.0446,0.0077,-0.0586,-0.1262,-0.091,-0.044,0.0084,0,-5.3456
Federal Non Corporate Taxes Contribution,current,-0.4123,-0.4194,-0.4157,-0.8956,-1.0165,-0.6076,-0.3761,NA,0.3517,0.2211,0.2683,0.5462,0.5439,0.5715,0.4761,0.2608,7.5866
Federal Non Corporate Taxes Contribution,difference,-0,0,0,-0,0,0,0,NA,-0.0337,-0.0546,-0.0616,-0.0713,-0.0793,-0.0877,-0.0958,-0.1023,0.0837
Federal Non Corporate Taxes Contribution,previous,-0.4123,-0.4194,-0.4157,-0.8956,-1.0165,-0.6076,-0.3761,NA,0.3853,0.2757,0.3299,0.6175,0.6231,0.6592,0.5719,0.3631,7.5029
Federal Other Direct Aid Arp Contribution,current,-0.039,0.0094,0.0858,0.0556,0.0342,-0.0637,-0.0648,NA,-0.1031,-0.0366,-0.0241,-0.0266,-0.0207,-0.0218,-0.0303,-0.0212,-0.0194
Federal Other Direct Aid Arp Contribution,difference,0,0,-0,-0,-0,0,0,NA,2e-4,1e-4,0,0,0,0,1e-4,0,0
Federal Other Direct Aid Arp Contribution,previous,-0.039,0.0094,0.0858,0.0556,0.0342,-0.0637,-0.0648,NA,-0.1033,-0.0367,-0.0241,-0.0266,-0.0207,-0.0218,-0.0304,-0.0212,-0.0195
Federal Other Vulnerable Arp Contribution,current,0.1216,0.1363,0.1458,0.1264,0.0854,0.0494,-0.0367,NA,-0.0972,-0.0965,-0.0989,-0.0636,-0.0501,-0.0444,-0.0265,-0.0106,-0.0166
Federal Other Vulnerable Arp Contribution,difference,-0,0,0,0,0,-0,-0,NA,2e-4,2e-4,2e-4,1e-4,1e-4,1e-4,0,0,0
