year,quarter,impact,recession,total,federal,state_local,consumption,projection
1999,Q4,-0.442921816,0,-0.048238398,0.225651792,0.143286539,-0.417176729,0
2000,Q1,-0.74897728,0,-1.893006042,-1.31148792,0.039491101,-0.621009224,0
2000,Q2,-0.607478764,0,-0.295810517,0.483180513,-0.505395772,-0.273595258,0
2000,Q3,-0.831408094,0,-1.088577419,-0.737011293,-0.258313664,-0.093252461,0
2000,Q4,-0.86803049,0,-0.194727984,0.056002658,-0.272429221,0.021698579,0
2001,Q1,-0.209842167,1,0.739747252,0.442221123,0.057944715,0.239581414,0
2001,Q2,0.125420269,1,1.045239229,0.392674819,0.273359494,0.379204915,0
2001,Q3,0.604646701,1,0.828328306,-0.312123928,-0.326987235,1.467439468,0
2001,Q4,1.14242652,1,1.956391293,0.13722397,0.558819706,1.260347616,0
2002,Q1,1.539706432,0,2.328866899,1.065430371,-0.269908828,1.533345356,0
2002,Q2,1.770403997,0,1.96802949,0.334313982,-0.241805245,1.875520752,0
2002,Q3,1.930430246,0,1.468433303,-0.066919204,-0.016769807,1.552122314,0
2002,Q4,1.73984349,0,1.194044267,0.35798172,-0.260382007,1.096444554,0
2003,Q1,1.335936148,0,0.713237531,0.066265055,-0.481240987,1.128213462,0
2003,Q2,1.191160091,0,1.388925261,1.685521918,-1.442969645,1.146372988,0
2003,Q3,0.976791781,0,0.610960064,-0.712601379,0.411281266,0.912280177,0
2003,Q4,0.844500262,0,0.664878191,0.521570156,-0.532239842,0.675547877,0
2004,Q1,0.695076448,0,0.115542277,-0.386738943,0.262522583,0.239758638,0
2004,Q2,0.327082669,0,-0.083049857,-0.268317789,-0.010756591,0.196024522,0
2004,Q3,0.067787602,0,-0.426220205,0.352974277,-0.709386887,-0.069807595,0
2004,Q4,-0.254380002,0,-0.623792224,-0.338862083,-0.211431301,-0.07349884,0
2005,Q1,-0.434686901,0,-0.605685319,0.036943105,-0.142754367,-0.499874056,0
2005,Q2,-0.671541515,0,-1.030468313,-0.256747659,-0.25648516,-0.517235494,0
2005,Q3,-0.752239095,0,-0.749010526,-0.095419092,-0.113879383,-0.53971205,0
2005,Q4,-0.810659484,0,-0.857473778,-0.264245249,-0.119489024,-0.473739504,0
2006,Q1,-0.679148483,0,-0.079641316,0.699805188,-0.161410881,-0.618035623,0
2006,Q2,-0.699450379,0,-1.111675899,-0.482014858,0.040441414,-0.670102455,0
2006,Q3,-0.711888527,0,-0.798763115,-0.660193995,0.145040733,-0.283609852,0
2006,Q4,-0.508483432,0,-0.043853397,0.042462158,0.208970137,-0.295285692,0
2007,Q1,-0.643020866,0,-0.617791053,-0.456317842,0.18102022,-0.34249343,0
2007,Q2,-0.351503799,0,0.054392368,0.686479645,-0.354749134,-0.277338144,0
2007,Q3,-0.169572556,0,-0.07103814,-0.090419826,0.064962168,-0.045580482,0
2007,Q4,-0.084878257,1,0.294923797,0.134437504,0.109019128,0.051467165,0
2008,Q1,0.055149598,1,-0.057679632,0.316867505,-0.501415871,0.126868733,0
2008,Q2,0.688338359,1,2.587147411,0.527617338,-0.200110383,2.259640457,0
2008,Q3,1.057894098,1,1.407184815,0.001110124,0.304247186,1.101827504,0
2008,Q4,1.392209784,1,1.632186543,0.515997008,-0.299191521,1.415381056,0
2009,Q1,2.288961839,1,3.529328585,0.187957253,0.431936662,2.909434671,0
2009,Q2,2.356589652,1,2.857658665,1.642530556,-0.708809896,1.923938005,0
2009,Q3,2.685232872,0,2.721757693,0.412031556,-0.458537487,2.768263624,0
2009,Q4,2.831191878,0,2.21602257,0.607854429,-0.72705888,2.33522702,0
2010,Q1,2.303276274,0,1.417666167,0.465457003,-1.103289762,2.055498926,0
2010,Q2,1.868651823,0,1.119160861,0.396486442,-0.413175239,1.135849658,0
2010,Q3,1.218362532,0,0.120600529,0.05471392,-0.945620583,1.011507192,0
2010,Q4,0.706412891,0,0.168224006,-0.72456381,-0.109500146,1.002287961,0
2011,Q1,-0.015722989,0,-1.470877354,-0.804227688,-0.525077248,-0.141572418,0
2011,Q2,-0.632727428,0,-1.348856893,-0.20560989,-0.675975304,-0.4672717,0
2011,Q3,-1.209083771,0,-2.184824843,-1.426329738,-0.063636663,-0.694858441,0
2011,Q4,-1.527828291,0,-1.106754074,-0.231362015,-0.153810621,-0.721581438,0
2012,Q1,-1.529016124,0,-1.475628688,-0.406047179,-0.267233136,-0.802348373,0
2012,Q2,-1.519214847,0,-1.309651784,-0.659338403,-0.083313339,-0.567000042,0
