name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Consumption Deflator Growth,current,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,NA,NA,0.006,0.0056,0.0051,0.0054,0.0054
Consumption Deflator Growth,difference,0,-0,0,-0,0,0,0,NA,NA,NA,NA,NA,-0.0025,-0.0015,-0.0011,-2e-4,-2e-4
Consumption Deflator Growth,previous,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,NA,NA,0.0085,0.0071,0.0062,0.0056,0.0055
Cpiu,current,268.6227,272.89,278.6803,284.826,291.7063,295.509,298.441,NA,NA,NA,NA,NA,0,0,0,0,0
Cpiu,difference,-0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0
Cpiu,previous,268.6227,272.89,278.6803,284.826,291.7063,295.509,298.441,NA,NA,NA,NA,NA,0,0,0,0,0
Federal Aid to Small Businesses Arp Contribution,current,0.0416,0.1832,0.0468,-0.0341,0.0248,0.0241,-0.0365,NA,NA,NA,NA,NA,-0.0177,-0.0668,-0.029,-0.0281,-0.0265
Federal Aid to Small Businesses Arp Contribution,difference,-0,0,0,0,-0,-0,0,NA,NA,NA,NA,NA,0,4e-4,2e-4,2e-4,2e-4
Federal Aid to Small Businesses Arp Contribution,previous,0.0416,0.1832,0.0467,-0.0341,0.0248,0.0241,-0.0365,NA,NA,NA,NA,NA,-0.0177,-0.0672,-0.0292,-0.0283,-0.0268
Federal Contribution,current,-0.3032,-0.4815,0.21,-0.1555,0.3784,-0.3526,-0.2549,NA,NA,NA,NA,NA,-0.6888,-0.3357,-0.0309,-0.2996,-0.1719
Federal Contribution,difference,0.0116,0.0105,0.0039,-0.0041,-0.0069,-8e-4,0.0012,NA,NA,NA,NA,NA,-0.2331,-0.1727,0.1156,0.1691,0.17
Federal Contribution,previous,-0.3147,-0.492,0.2061,-0.1514,0.3853,-0.3518,-0.2561,NA,NA,NA,NA,NA,-0.4557,-0.1629,-0.1465,-0.4687,-0.3419
Federal Corporate Taxes Contribution,current,-0.016,-0.0136,-0.0222,-0.0485,-0.0709,0.1066,-0.0453,NA,NA,NA,NA,NA,-0.016,-0.0271,-0.0217,-0.0166,0.0039
Federal Corporate Taxes Contribution,difference,-0,-1e-4,-1e-4,-1e-4,-1e-4,-1e-4,-1e-4,NA,NA,NA,NA,NA,0.0095,0.0031,0.0012,-5e-4,-0.001
Federal Corporate Taxes Contribution,previous,-0.016,-0.0135,-0.0221,-0.0484,-0.0708,0.1067,-0.0452,NA,NA,NA,NA,NA,-0.0256,-0.0302,-0.0229,-0.0161,0.0049
Federal Health Outlays Contribution,current,-0.0117,0.1176,0.069,0.1625,0.0117,-0.0487,-0.1401,NA,NA,NA,NA,NA,-0.1261,0.0791,0.0212,0.0459,-0.0139
Federal Health Outlays Contribution,difference,0.0032,0.0049,0.0055,0.0031,4e-4,-0.0013,-0.0016,NA,NA,NA,NA,NA,0.0019,0.0207,0.0108,-0.0027,-0.0103
Federal Health Outlays Contribution,previous,-0.0149,0.1127,0.0635,0.1594,0.0114,-0.0474,-0.1384,NA,NA,NA,NA,NA,-0.1279,0.0584,0.0104,0.0486,-0.0036
Federal Non Corporate Taxes Contribution,current,-0.4941,-0.47,-0.425,-0.7095,-0.762,-0.3832,-0.1377,NA,NA,NA,NA,NA,0.1467,0.2759,0.2413,-0.093,-0.1035
Federal Non Corporate Taxes Contribution,difference,-0.0041,-0.0054,-0.0052,-0.003,-9e-4,-0.0013,-0.0024,NA,NA,NA,NA,NA,-0.0321,-0.0528,-0.0441,-0.0333,-0.0264
Federal Non Corporate Taxes Contribution,previous,-0.4901,-0.4646,-0.4198,-0.7065,-0.761,-0.382,-0.1352,NA,NA,NA,NA,NA,0.1788,0.3287,0.2853,-0.0597,-0.0771
Federal Other Direct Aid Arp Contribution,current,-0.0388,0.0091,0.0845,0.0545,0.0335,-0.0634,-0.0646,NA,NA,NA,NA,NA,-0.0358,-0.0344,-0.0224,-0.0152,-0.0138
Federal Other Direct Aid Arp Contribution,difference,0,0,0,0,-0,-0,-0,NA,NA,NA,NA,NA,0,2e-4,2e-4,1e-4,1e-4
Federal Other Direct Aid Arp Contribution,previous,-0.0388,0.0091,0.0845,0.0545,0.0335,-0.0634,-0.0646,NA,NA,NA,NA,NA,-0.0358,-0.0346,-0.0226,-0.0154,-0.014
Federal Other Vulnerable Arp Contribution,current,0.1201,0.1348,0.1438,0.1244,0.084,0.0482,-0.0371,NA,NA,NA,NA,NA,-0.0488,-0.0432,-0.0258,-0.0103,-0.0098
Federal Other Vulnerable Arp Contribution,difference,0,0,0,0,-0,-0,-0,NA,NA,NA,NA,NA,1e-4,3e-4,3e-4,1e-4,1e-4
Federal Other Vulnerable Arp Contribution,previous,0.1201,0.1348,0.1437,0.1244,0.084,0.0482,-0.0371,NA,NA,NA,NA,NA,-0.0489,-0.0435,-0.026,-0.0104,-0.01
Federal Purchases Deflator Growth,current,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,NA,NA,0.0063,0.0068,0.0063,0.006,0.0059
Federal Purchases Deflator Growth,difference,0,0,-0,0,0,-0,-0,NA,NA,NA,NA,NA,-0.0032,-0.0014,-0.0014,-4e-4,-5e-4
Federal Purchases Deflator Growth,previous,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,NA,NA,0.0095,0.0082,0.0077,0.0064,0.0063
Federal Social Benefits Contribution,current,-0.0263,-0.0174,0.2179,-0.8739,-0.1896,-0.8415,-0.4734,NA,NA,NA,NA,NA,0.0371,0.0715,0.0681,-0.0747,-0.073
Federal Social Benefits Contribution,difference,0.0043,0.0064,0.0072,0.0042,5e-4,-0.0015,-0.002,NA,NA,NA,NA,NA,0.0219,0.0294,0.0347,0.0401,0.0257
Federal Social Benefits Contribution,previous,-0.0307,-0.0238,0.2107,-0.8781,-0.1901,-0.84,-0.4713,NA,NA,NA,NA,NA,0.0152,0.0421,0.0334,-0.1148,-0.0988
Federal Student Loans Contribution,current,0.0635,0.0291,0.0268,0.0169,-0.0132,-0.0127,-0.0122,NA,NA,NA,NA,NA,-0.0932,-0.0548,-0.0298,-0.0295,-0.0233
