name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Consumption Deflator Growth,current,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,NA,NA,0.0065,0.0056,0.0051,0.0054,0.0054
Consumption Deflator Growth,difference,0,-0,0,-0,0,0,0,NA,NA,NA,NA,NA,5e-4,-0,-0,-0,-0
Consumption Deflator Growth,previous,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,NA,NA,0.006,0.0056,0.0051,0.0054,0.0054
Cpiu,current,268.6227,272.89,278.6803,284.826,291.7063,295.509,298.441,NA,NA,NA,NA,NA,313.1603,0,0,0,0
Cpiu,difference,-0,0,0,0,0,0,0,NA,NA,NA,NA,NA,313.1603,0,0,0,0
Cpiu,previous,268.6227,272.89,278.6803,284.826,291.7063,295.509,298.441,NA,NA,NA,NA,NA,0,0,0,0,0
Federal Aid to Small Businesses Arp Contribution,current,0.0416,0.1832,0.0468,-0.0341,0.0248,0.0241,-0.0365,NA,NA,NA,NA,NA,-0.0177,-0.0669,-0.029,-0.0281,-0.0266
Federal Aid to Small Businesses Arp Contribution,difference,-0,0,-0,-0,0,0,-0,NA,NA,NA,NA,NA,-0,-0,-0,-0,-0
Federal Aid to Small Businesses Arp Contribution,previous,0.0416,0.1832,0.0468,-0.0341,0.0248,0.0241,-0.0365,NA,NA,NA,NA,NA,-0.0177,-0.0668,-0.029,-0.0281,-0.0265
Federal Contribution,current,-0.3032,-0.4815,0.21,-0.1555,0.3784,-0.3526,-0.2549,NA,NA,NA,NA,NA,0.1284,-0.3265,-0.0159,-0.2838,-0.1558
Federal Contribution,difference,0,0,-0,0,-0,-0,-0,NA,NA,NA,NA,NA,0.8171,0.0091,0.015,0.0159,0.0161
Federal Contribution,previous,-0.3032,-0.4815,0.21,-0.1555,0.3784,-0.3526,-0.2549,NA,NA,NA,NA,NA,-0.6888,-0.3357,-0.0309,-0.2996,-0.1719
Federal Corporate Taxes Contribution,current,-0.016,-0.0136,-0.0222,-0.0485,-0.0709,0.1066,-0.0453,NA,NA,NA,NA,NA,-0.0168,-0.027,-0.0217,-0.0165,0.004
Federal Corporate Taxes Contribution,difference,-0,0,0,-0,0,-0,0,NA,NA,NA,NA,NA,-8e-4,1e-4,1e-4,1e-4,1e-4
Federal Corporate Taxes Contribution,previous,-0.016,-0.0136,-0.0222,-0.0485,-0.0709,0.1066,-0.0453,NA,NA,NA,NA,NA,-0.016,-0.0271,-0.0217,-0.0166,0.0039
