"","date","gdp","gdph","jgdp","c","ch","jc","jgf","jgs","jgse","jgsi","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfpe","gftfpr","gftfpp","gftfpv","gfsubp","gfsubg","gfsube","gfsubs","gfsubf","gfsubv","gfsubk","gfegc","gfege","gfegv","yptue","yptup","yptuc","gftfpu","yptolm","ui","pcw","gdppothq","gdppotq","recessq","lasgova","lalgova","cpgs","cpiu_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gftfp_g","yptu_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g_g","cola_rate_g","gftfp_before_cola_g","health_ui_g","gftfp_noCOLA_g","gfrpt_g_g","gfrpri_g_g","gfrcp_g_g","gfrs_g_g","yptmr_g_g","yptmd_g_g","gfrptCurrentLaw_g_g","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","yq","unemployment_insurance_override","federal_unemployment_insurance_override","state_unemployment_insurance_override","fshare","historical","forecast_period","gftfpnet_g","gstfp_g","gstfpnet_g","gfeghhx_g","gfeghdx_g","gfsub_g","gssub_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g","gdp_g_cumulative_growth","gdph_g_cumulative_growth","jgdp_g_cumulative_growth","gdppotq_g_cumulative_growth","gdppothq_g_cumulative_growth","g_g_cumulative_growth","gf_g_cumulative_growth","gs_g_cumulative_growth","jgf_g_cumulative_growth","jgs_g_cumulative_growth","jgse_g_cumulative_growth","jgsi_g_cumulative_growth","gfeg_g_cumulative_growth","gfeghhx_g_cumulative_growth","gfeghdx_g_cumulative_growth","gfeigx_g_cumulative_growth","gfrpt_g_cumulative_growth","gsrpt_g_cumulative_growth","gfrs_g_cumulative_growth","gsrs_g_cumulative_growth","gfrcp_g_cumulative_growth","gsrcp_g_cumulative_growth","gfrpri_g_cumulative_growth","gsrpri_g_cumulative_growth","gftfp_g_cumulative_growth","gstfp_g_cumulative_growth","yptmd_g_cumulative_growth","yptmr_g_cumulative_growth","gssub_g_cumulative_growth","gfsub_g_cumulative_growth","c_g_cumulative_growth","jc_g_cumulative_growth","gdp_forecast","gdph_forecast","jgdp_forecast","gdppotq_forecast","gdppothq_forecast","g_forecast","gs_forecast","gf_forecast","jgf_forecast","jgs_forecast","jgse_forecast","jgsi_forecast","gfeg_forecast","gfeghhx_forecast","gfeghdx_forecast","gfeigx_forecast","gfrpt_forecast","gsrpt_forecast","gfrs_forecast","gsrs_forecast","gfrcp_forecast","gsrcp_forecast","gfrpri_forecast","gsrpri_forecast","gftfp_forecast","gstfp_forecast","yptmd_forecast","yptmr_forecast","gssub_forecast","gfsub_forecast","c_forecast","jc_forecast","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet"
"70",1987-06-30,4806.2,8460.2,56.81,3053.3,5481.2,55.711,52.164,43.004,41.542,49.755,81.1,47.3,15.1,447.5,12.9,511.7,344.4,111.8,1025.2,321.5,55.706,501.2,524,960.8,1218.6,410.2,45.8,87.3,314.5,342.5,80.2,101.5,298.5,24.5,7,105,646.9,NA,NA,19.56,30.2,0.3,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.066666666667,111.966666666667,8606.7,4889.4,-1,3953,10083.3333333333,75025.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.553606548,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1855897204,21.1144102796,54.0144102796,78.8144102796,368.6855897204
"71",1987-09-30,4884.6,8533.6,57.248,3117.4,5543.7,56.239,52.541,43.518,42.069,50.198,82.3,48.4,14.4,449.4,13.5,489,352.4,116.2,1036.2,326.3,56.232,504.1,532.1,959.5,1222.8,394.9,46.4,91.3,319,343.5,78.2,94.1,306,24.8,7.3,106,656.4,NA,NA,18.828,31,0.3,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.266666666667,113.166666666667,8675.1,4965.6,-1,3969,10092.3333333333,77047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.553606548,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7945569232,21.6054430768,51.4054430768,79.2054430768,370.2945569232
"72",1987-12-31,5008,8680.2,57.678,3150.9,5555.5,56.725,52.651,43.778,42.326,50.464,83.3,49.4,13.5,452.8,13.7,507,357.4,110.7,1056,333.3,56.718,513.7,542.3,975.7,1238.9,408.5,47.4,87.1,325.6,346.2,78.2,98.4,310,23.6,7.7,106.6,668.1,NA,NA,18.696,30.8,0.3,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.333333333333,114.166666666667,8743.5,5044.5,-1,4000.66666666667,10184.6666666667,78058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.553606548,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3481634712,22.0518365288,50.8518365288,79.2518365288,373.5481634712
"73",1988-03-31,5073.4,8725,58.124,3231.9,5653.6,57.173,53.369,44.003,42.514,50.87,83.4,50.9,13.9,470.3,14.2,502.1,365.2,108,1056.9,352.7,57.165,505.8,551.1,947.7,1252.6,402.6,49.6,84.5,344.7,361.1,84.1,99.4,315.7,23.4,8,109.2,678.6,NA,NA,18.972,30,0.3,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.233333333333,114.933333333333,8811.2,5123.5,-1,4030.66666666667,10250.6666666667,79349.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6428013987,22.2571986013,55.4571986013,80.5571986013,389.7428013987
"74",1988-06-30,5190,8839.6,58.704,3291.7,5695.3,57.805,53.893,44.432,42.972,51.151,85,52.2,13.2,473.4,14.8,497.8,372.5,115.3,1070.4,360,57.797,506.9,563.5,940.6,1268.4,400.6,49.3,90,351.7,362.9,84.1,97.2,323.2,25.2,8.3,110.5,693.1,NA,NA,19.836,29.5,0.3,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.566666666667,116.2,8878.9,5213.1,-1,4065.33333333333,10315.3333333333,83348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3743464246,22.8256535754,54.7256535754,81.1256535754,392.2743464246
"75",1988-09-30,5282.8,8891.4,59.423,3361.9,5745.9,58.517,54.201,44.806,43.354,51.481,87,53.7,13.2,478.8,15.1,506.7,377.5,125.1,1078.2,366.2,58.509,507.4,570.8,936.1,1274.1,402.5,50.2,97.8,357.7,366.1,87,104.1,327.3,27.3,8.5,112.7,703.2,NA,NA,20.388,28.9,0.4,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,117.733333333333,8946.3,5315.4,-1,4094.33333333333,10341.6666666667,82022.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2184368391,23.4815631609,56.7815631609,82.4815631609,396.3184368391
"76",1988-12-31,5399.5,9009.9,59.97,3434.5,5811.3,59.108,54.638,45.319,43.916,51.753,89.7,55.4,13,484.9,15.4,517.2,382.6,130.9,1109.9,373.7,59.101,525.6,584.3,962.1,1289.4,409.6,50.2,102.7,365,370,87.7,107.6,332.4,28.2,8.7,114.9,720.1,NA,NA,19.284,28.2,0.4,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.3,118.933333333333,9013.7,5401.8,-1,4114.66666666667,10446.6666666667,84604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1750726422,24.2249273578,56.5249273578,83.7249273578,401.1750726422
"77",1989-03-31,5511.3,9101.5,60.547,3490.2,5838.2,59.787,55.043,45.915,44.582,52.003,93.8,57.4,13.6,508.2,15.9,552.9,391,132.7,1116.6,379.7,59.781,519.9,596.7,944.5,1299.8,439.5,50.8,104.9,370.9,390.3,88.7,113.4,340.2,27.8,8.8,117.8,736.6,NA,NA,20.192,27.6,0.4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.666666666667,120.366666666667,9080.7,5498.7,-1,4135.66666666667,10510.6666666667,83566.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.499673934,24.900326066,56.200326066,85.300326066,422.799673934
"78",1989-06-30,5612.5,9171,61.202,3553.8,5865.5,60.593,55.447,46.538,45.245,52.425,96.9,59.6,13.7,515.7,16.3,566.7,397.5,118.7,1145.8,384.3,60.588,534.3,611.5,963.7,1314.2,448.4,49.2,94.4,375.4,394.6,89.1,118.3,348.2,24.2,8.9,121,755.1,NA,NA,19.936,27,0.4,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.633333333333,122.4,9147.6,5598.2,-1,4169,10566.3333333333,85684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.745306036,25.854693964,55.354693964,87.254693964,428.345306036
"79",1989-09-30,5695.4,9238.9,61.656,3609.4,5922.3,60.95,55.723,46.974,45.69,52.814,99.7,61.9,14.6,524.7,16.7,571.6,403.9,114.4,1164.6,388.9,60.946,541.4,623.2,971.6,1326.9,457.1,50,91.6,379.8,399.1,95,114.5,353.9,22.8,9,125.6,770.4,NA,NA,18.832,26.7,0.4,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.6,123.266666666667,9214.2,5680.2,-1,4201.33333333333,10640.6666666667,85730.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.047557779,26.852442221,59.952442221,90.552442221,434.147557779
"80",1989-12-31,5747.2,9257.1,62.077,3653.7,5948,61.43,55.923,47.581,46.361,53.105,102.3,64.4,15.8,535.8,17.1,579.8,403,113.5,1180.5,394.9,61.427,540.8,639.7,967.1,1344.6,467.4,48.9,91.4,385.6,405.1,94.5,112.4,354.2,22.1,9.3,130.6,790,NA,NA,20.492,26.9,0.4,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.866666666667,124.4,9280.7,5761.9,-1,4221,10719.6666666667,89358.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.463048804,27.936951196,58.036951196,94.136951196,441.563048804
"81",1990-03-31,5872.7,9358.3,62.753,3737.9,5998.1,62.32,56.315,48.254,47.096,53.487,104.3,66.6,16.4,556.2,17.3,582.5,419.5,112.5,1212.5,403.5,62.319,553.7,658.8,983.2,1365.4,463.2,50.3,91.1,394,421.1,99.9,119.4,369.3,21.4,9.5,135.2,811.4,NA,NA,21.448,26.8,0.4,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.033333333333,126.566666666667,9346.4,5865.2,-1,4258,10814,94388.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5227759294,28.0772240706,61.3772240706,96.6772240706,459.6227759294
"82",1990-06-30,5960,9392.3,63.455,3783.4,6016.3,62.886,57.282,48.752,47.598,53.959,106.5,70.3,17.1,567.5,17.9,594.6,419.5,116.8,1230.7,408.8,62.886,563.9,666.8,984.5,1367.9,472,50.8,94.7,399,426.3,103.2,122.6,368.7,22.1,9.9,141.3,824.1,NA,NA,20.184,26.6,0.4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.3,127.666666666667,9411.5,5972.2,-1,4295.66666666667,10873,93807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6629301477,29.6370698523,62.5370698523,100.6370698523,466.9629301477
"83",1990-09-30,6015.1,9398.5,64.004,3846.7,6040.2,63.685,57.36,49.415,48.291,54.483,108.7,74.9,18.2,578.1,18.7,600.7,426.8,119.9,1242.6,416.6,63.685,562.2,680.3,980.1,1377,477,51.1,97,406.4,429.7,105.5,123.7,375.6,23,10.2,148.5,843.9,NA,NA,20.508,26.6,0.4,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.533333333333,129.866666666667,9475.3,6064.3,1,4322.66666666667,10967.3333333333,94972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3236624191,31.5763375809,62.1763375809,105.1763375809,473.0236624191
"84",1990-12-31,6004.7,9312.9,64.493,3867.9,5994.2,64.527,58.043,50.193,49.205,54.628,111,80.7,21,596.8,19.6,600.8,434.2,118.8,1268.5,419.4,64.527,569.7,698.8,981.3,1392.4,476.2,51.5,95.4,408.9,438.4,108.8,124.6,382.7,23.4,10.5,158.4,871,NA,NA,21.188,26.6,0.4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.766666666667,132.1,9537.8,6149.7,1,4342.66666666667,11000.3333333333,98807.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6784987613,34.0215012387,62.1215012387,111.7215012387,485.0784987613
"85",1991-03-31,6035.2,9269.4,65.12,3873.6,5971.7,64.866,58.563,50.404,49.439,54.736,112.9,83.7,24.3,622.5,20.9,580.8,444,115.3,1284.2,423,64.866,581.4,702.8,992.5,1394.5,459.6,59.7,91.5,412,456.7,115.6,121.2,384.3,23.8,11,165.8,881.6,NA,NA,21.552,26.7,0.4,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.766666666667,132.933333333333,9599.2,6249.9,1,4358,11027,95253.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0464848527,32.6535151473,64.5535151473,114.7535151473,507.7464848527
"86",1991-06-30,6126.9,9341.6,65.589,3926.9,6021.2,65.221,58.852,50.709,49.749,55.018,115.7,93.1,27.5,643.5,22.1,585.9,451.6,110.9,1296.6,429.7,65.219,586.6,709.9,996.6,1400.1,461.4,61.3,87.5,418.3,463.8,120.5,124.5,390.2,23.4,11.4,179.7,901.3,NA,NA,21.612,26.8,0.4,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.566666666667,133.733333333333,9659.6,6335.5,-1,4362.33333333333,11057.3333333333,96128.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7793039401,36.3206960599,63.7206960599,122.9206960599,520.5793039401
"87",1991-09-30,6205.9,9388.8,66.092,3973.3,6051.2,65.664,59.608,51.126,50.223,55.164,118.9,98.4,25.9,653.8,23.1,590.2,461.3,111.9,1306.3,435.6,65.661,586.3,719.9,983.4,1408.3,464.1,61.8,88.2,423.7,469.2,127,126.1,399.4,23.7,11.8,184.5,919.2,NA,NA,21.056,27.1,0.4,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.6,134.633333333333,9719.4,6424.4,-1,4345,11099.3333333333,97326.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0116381064,38.3883618936,66.9883618936,124.4883618936,529.2116381064
