name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Consumption Deflator Growth,current,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,0.0076,0.007,0.0061,0.0063,0.006,0.0057,0.0056
Consumption Deflator Growth,difference,0,-0,0,-0,0,0,0,NA,NA,NA,-0,0,-0,-0,0,-0,-0
Consumption Deflator Growth,previous,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,0.0076,0.007,0.0061,0.0063,0.006,0.0057,0.0056
Cpiu,current,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,NA,NA,311.218,313.446,315.355,317.119,318.802,320.534,322.229
Cpiu,difference,-0,0,-0,-0,-0,-0,0,NA,NA,NA,0,0,0,0,0,0,0
Cpiu,previous,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,NA,NA,311.218,313.446,315.355,317.119,318.802,320.534,322.229
Federal Aid to Small Businesses Arp Contribution,current,0.0416,0.1832,0.0467,-0.0341,0.0248,0.0242,-0.0364,NA,NA,NA,-0.0075,-0.0074,-0.0177,-0.0669,-0.029,-0.028,-0.0264
Federal Aid to Small Businesses Arp Contribution,difference,-0,-0,0,0,0,0,-0,NA,NA,NA,-0,-0,-0,-0,-0,0,-0
Federal Aid to Small Businesses Arp Contribution,previous,0.0416,0.1832,0.0467,-0.0341,0.0248,0.0242,-0.0364,NA,NA,NA,-0.0075,-0.0074,-0.0177,-0.0669,-0.029,-0.028,-0.0264
Federal Contribution,current,-0.3178,-0.4967,0.2011,-0.153,0.3921,-0.3316,-0.2298,NA,NA,NA,-0.1414,-0.3749,-0.3887,-0.1022,-0.0917,-0.4188,-0.2829
Federal Contribution,difference,0,0,-0,-0,-0,0,-0,NA,NA,NA,-0,0,-0,0,0,-0,0
Federal Contribution,previous,-0.3178,-0.4967,0.2011,-0.153,0.3921,-0.3316,-0.2298,NA,NA,NA,-0.1414,-0.3749,-0.3887,-0.1022,-0.0917,-0.4188,-0.2829
Federal Corporate Taxes Contribution,current,-0.0167,-0.014,-0.0225,-0.0488,-0.0712,0.1062,-0.0456,NA,NA,NA,0.2876,0.1746,-0.1013,-0.2167,-0.1998,-0.257,-0.1899
Federal Corporate Taxes Contribution,difference,0,-0,-0,-0,-0,0,-0,NA,NA,NA,-0,-0,0,0,-0,-0,-0
Federal Corporate Taxes Contribution,previous,-0.0167,-0.014,-0.0225,-0.0488,-0.0712,0.1062,-0.0456,NA,NA,NA,0.2876,0.1746,-0.1013,-0.2167,-0.1998,-0.257,-0.1899
Federal Health Outlays Contribution,current,-0.0053,0.1156,0.0629,0.1572,0.0108,-0.0442,-0.1304,NA,NA,NA,-0.2443,-0.333,-0.3843,-0.2506,-0.1619,-0.0447,0.0668
Federal Health Outlays Contribution,difference,-0,0,0,0,0,0,0,NA,NA,NA,0,-0,-0,0,-0,0,-0
Federal Health Outlays Contribution,previous,-0.0053,0.1156,0.0629,0.1572,0.0108,-0.0442,-0.1304,NA,NA,NA,-0.2443,-0.333,-0.3843,-0.2506,-0.1619,-0.0447,0.0668
Federal Non Corporate Taxes Contribution,current,-0.5022,-0.4732,-0.4268,-0.7124,-0.7669,-0.3895,-0.1465,NA,NA,NA,0.4665,0.5952,0.4884,0.4917,0.4159,0.1032,0.0856
Federal Non Corporate Taxes Contribution,difference,-0,-0,0,-0,0,-0,0,NA,NA,NA,0,0,0,-0,0,-0,0
Federal Non Corporate Taxes Contribution,previous,-0.5022,-0.4732,-0.4268,-0.7124,-0.7669,-0.3895,-0.1465,NA,NA,NA,0.4665,0.5952,0.4884,0.4917,0.4159,0.1032,0.0856
Federal Other Direct Aid Arp Contribution,current,-0.0386,0.0092,0.0846,0.0547,0.0337,-0.0631,-0.0644,NA,NA,NA,-0.0236,-0.026,-0.0202,-0.0213,-0.0296,-0.0207,-0.0159
Federal Other Direct Aid Arp Contribution,difference,0,0,-0,0,-0,0,0,NA,NA,NA,-0,0,0,-0,0,-0,0
Federal Other Direct Aid Arp Contribution,previous,-0.0386,0.0092,0.0846,0.0547,0.0337,-0.0631,-0.0644,NA,NA,NA,-0.0236,-0.026,-0.0202,-0.0213,-0.0296,-0.0207,-0.0159
Federal Other Vulnerable Arp Contribution,current,0.1201,0.1348,0.1437,0.1243,0.084,0.0483,-0.0368,NA,NA,NA,-0.0964,-0.0619,-0.0488,-0.0433,-0.0258,-0.0103,-0.0098
Federal Other Vulnerable Arp Contribution,difference,0,0,-0,-0,0,-0,-0,NA,NA,NA,0,-0,-0,0,0,0,0
Federal Other Vulnerable Arp Contribution,previous,0.1201,0.1348,0.1437,0.1243,0.084,0.0483,-0.0368,NA,NA,NA,-0.0964,-0.0619,-0.0488,-0.0433,-0.0258,-0.0103,-0.0098
Federal Purchases Deflator Growth,current,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,0.0072,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Purchases Deflator Growth,difference,0,0,-0,0,0,-0,-0,NA,NA,NA,0,0,0,-0,0,-0,0
Federal Purchases Deflator Growth,previous,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,0.0072,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Social Benefits Contribution,current,-0.0183,-0.0199,0.2097,-0.881,-0.1909,-0.8361,-0.4616,NA,NA,NA,-0.1628,-0.2005,-0.1093,-0.068,-0.0356,-0.0716,-0.0706
Federal Social Benefits Contribution,difference,-0,-0,-0,0,-0,0,0,NA,NA,NA,-0,0,0,0,0,-0,0
Federal Social Benefits Contribution,previous,-0.0183,-0.0199,0.2097,-0.881,-0.1909,-0.8361,-0.4616,NA,NA,NA,-0.1628,-0.2005,-0.1093,-0.068,-0.0356,-0.0716,-0.0706
Federal Student Loans Contribution,current,0.0637,0.0292,0.0267,0.0168,-0.0132,-0.0126,-0.012,NA,NA,NA,-0.1121,-0.1017,-0.0931,-0.0549,-0.0298,-0.0295,-0.0232
Federal Student Loans Contribution,difference,0,-0,0,0,-0,-0,-0,NA,NA,NA,-0,0,0,-0,-0,0,0
Federal Student Loans Contribution,previous,0.0637,0.0292,0.0267,0.0168,-0.0132,-0.0126,-0.012,NA,NA,NA,-0.1121,-0.1017,-0.0931,-0.0549,-0.0298,-0.0295,-0.0232
Federal Subsidies Contribution,current,0.3926,0.2349,0.0321,-0.0559,-0.0809,-0.083,-0.0507,NA,NA,NA,-0.2243,-0.1757,-0.3159,-0.2368,-0.1046,-0.0355,-0.0289
Federal Subsidies Contribution,difference,0,-0,-0,-0,0,-0,0,NA,NA,NA,0,0,0,-0,-0,-0,-0
Federal Subsidies Contribution,previous,0.3926,0.2349,0.0321,-0.0559,-0.0809,-0.083,-0.0507,NA,NA,NA,-0.2243,-0.1757,-0.3159,-0.2368,-0.1046,-0.0355,-0.0289
