name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Consumption Deflator Growth,current,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,0.0041,0.007,0.0061,0.0063,0.006,0.0057,0.0056
Consumption Deflator Growth,difference,0,-0,0,-0,0,0,0,NA,NA,NA,-0.0035,0,-0,-0,0,-0,-0
Consumption Deflator Growth,previous,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,0.0076,0.007,0.0061,0.0063,0.006,0.0057,0.0056
Cpiu,current,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,NA,NA,308.1287,313.446,315.355,317.119,318.802,320.534,322.229
Cpiu,difference,-0,0,-0,-0,-0,-0,0,NA,NA,NA,-3.0893,0,0,0,0,0,0
Cpiu,previous,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,NA,NA,311.218,313.446,315.355,317.119,318.802,320.534,322.229
Federal Aid to Small Businesses Arp Contribution,current,0.0416,0.1832,0.0467,-0.0341,0.0248,0.0242,-0.0364,NA,NA,NA,-0.0074,-0.0073,-0.0177,-0.0669,-0.029,-0.028,-0.0264
Federal Aid to Small Businesses Arp Contribution,difference,-0,-0,0,0,0,0,-0,NA,NA,NA,0,0,0,1e-4,1e-4,1e-4,1e-4
Federal Aid to Small Businesses Arp Contribution,previous,0.0416,0.1832,0.0467,-0.0341,0.0248,0.0242,-0.0364,NA,NA,NA,-0.0075,-0.0074,-0.0177,-0.067,-0.029,-0.0281,-0.0264
Federal Contribution,current,-0.3178,-0.4967,0.2011,-0.153,0.3921,-0.3316,-0.2298,NA,NA,NA,-0.2424,-0.239,-0.3884,-0.1026,-0.0922,-0.4192,-0.2832
Federal Contribution,difference,0,0,-0,-0,-0,0,-0,NA,NA,NA,-0.1008,0.1364,8e-4,-2e-4,-4e-4,2e-4,1e-4
Federal Contribution,previous,-0.3178,-0.4967,0.2011,-0.153,0.3921,-0.3316,-0.2298,NA,NA,NA,-0.1416,-0.3754,-0.3892,-0.1023,-0.0918,-0.4193,-0.2832
Federal Corporate Taxes Contribution,current,-0.0167,-0.014,-0.0225,-0.0488,-0.0712,0.1062,-0.0456,NA,NA,NA,0.2855,0.1682,-0.1074,-0.2227,-0.2057,-0.2628,-0.1956
Federal Corporate Taxes Contribution,difference,0,-0,-0,-0,-0,0,-0,NA,NA,NA,0.0033,-0.001,-4e-4,-2e-4,-3e-4,-1e-4,-3e-4
Federal Corporate Taxes Contribution,previous,-0.0167,-0.014,-0.0225,-0.0488,-0.0712,0.1062,-0.0456,NA,NA,NA,0.2822,0.1691,-0.107,-0.2225,-0.2054,-0.2626,-0.1953
Federal Health Outlays Contribution,current,-0.0053,0.1156,0.0629,0.1572,0.0108,-0.0442,-0.1304,NA,NA,NA,-0.138,-0.3013,-0.3572,-0.2305,-0.2373,-0.0451,0.0741
Federal Health Outlays Contribution,difference,-0,0,0,0,0,0,0,NA,NA,NA,0.1079,0.033,0.0282,0.0234,-0.0763,-0.001,0.0068
Federal Health Outlays Contribution,previous,-0.0053,0.1156,0.0629,0.1572,0.0108,-0.0442,-0.1304,NA,NA,NA,-0.2459,-0.3343,-0.3854,-0.2539,-0.161,-0.0441,0.0672
Federal Non Corporate Taxes Contribution,current,-0.5022,-0.4732,-0.4268,-0.7124,-0.7669,-0.3895,-0.1465,NA,NA,NA,0.3657,0.4954,0.4386,0.443,0.368,0.0554,0.0386
Federal Non Corporate Taxes Contribution,difference,-0,-0,0,-0,0,-0,0,NA,NA,NA,-0.0786,-0.0789,-0.0392,-0.0384,-0.0377,-0.0372,-0.0366
Federal Non Corporate Taxes Contribution,previous,-0.5022,-0.4732,-0.4268,-0.7124,-0.7669,-0.3895,-0.1465,NA,NA,NA,0.4443,0.5743,0.4778,0.4814,0.4056,0.0926,0.0752
Federal Other Direct Aid Arp Contribution,current,-0.0386,0.0092,0.0846,0.0547,0.0337,-0.0631,-0.0644,NA,NA,NA,-0.0277,-0.0372,-0.0357,-0.0344,-0.0224,-0.0152,-0.0137
Federal Other Direct Aid Arp Contribution,difference,0,0,-0,0,-0,0,0,NA,NA,NA,-0.0041,-0.0112,-0.0154,-0.013,0.0072,0.0055,0.0021
Federal Other Direct Aid Arp Contribution,previous,-0.0386,0.0092,0.0846,0.0547,0.0337,-0.0631,-0.0644,NA,NA,NA,-0.0236,-0.026,-0.0203,-0.0213,-0.0296,-0.0207,-0.0159
Federal Other Vulnerable Arp Contribution,current,0.1201,0.1348,0.1437,0.1243,0.084,0.0483,-0.0368,NA,NA,NA,-0.0964,-0.0618,-0.0487,-0.0432,-0.0257,-0.0102,-0.0098
