name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Consumption Deflator Growth,current,0.0157,0.0137,0.0151,0.0182,0.0178,0.0106,0.0092,NA,NA,0.0074,0.0076,0.007,0.0061,0.0063,0.006,0.0057,0.0055
Consumption Deflator Growth,difference,-0,0,-0,0,0,0,-0,NA,NA,-0,-0,0,-0,-0,0,-0,0
Consumption Deflator Growth,previous,0.0157,0.0137,0.0151,0.0182,0.0178,0.0106,0.0092,NA,NA,0.0074,0.0076,0.007,0.0061,0.0063,0.006,0.0057,0.0055
Cpiu,current,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,NA,308.522,311.218,313.446,315.355,317.119,318.802,320.534,322.229
Cpiu,difference,-0,0,-0,-0,-0,-0,0,NA,NA,0,0,0,0,0,0,0,0
Cpiu,previous,268.5577,272.8873,278.7067,284.8937,291.5357,295.4957,298.525,NA,NA,308.522,311.218,313.446,315.355,317.119,318.802,320.534,322.229
Federal Aid to Small Businesses Arp Contribution,current,0.0421,0.1851,0.0475,-0.0343,0.0253,0.0246,-0.0365,NA,NA,-7e-4,-0.0075,-0.0074,-0.0179,-0.0683,-0.0296,-0.0286,-0.027
Federal Aid to Small Businesses Arp Contribution,difference,-0,0,-0,0,0,-0,-0,NA,NA,0,1e-4,1e-4,3e-4,0.0013,6e-4,5e-4,0
Federal Aid to Small Businesses Arp Contribution,previous,0.0421,0.1851,0.0475,-0.0343,0.0253,0.0246,-0.0365,NA,NA,-7e-4,-0.0076,-0.0075,-0.0183,-0.0696,-0.0302,-0.0292,-0.027
Federal Contribution,current,0.0128,-0.6927,0.1686,-0.1256,0.4365,-0.1787,-0.4349,NA,NA,-0.186,-0.1945,-0.3951,-0.4939,-0.143,-0.1426,-0.46,-0.4584
Federal Contribution,difference,-0,0,0,-0,0,0,-0,NA,NA,-1.3455,0.0037,0.0075,0.0094,0.0027,0.0027,0.0087,32.2647
Federal Contribution,previous,0.0128,-0.6927,0.1686,-0.1256,0.4365,-0.1787,-0.4349,NA,NA,1.1595,-0.1982,-0.4026,-0.5033,-0.1457,-0.1453,-0.4687,-32.7231
Federal Corporate Taxes Contribution,current,-0.0173,-0.012,-0.0199,-0.04,-0.0509,-0.0513,-0.0293,NA,NA,-0.0331,-0.028,-0.0166,-0.0021,-0.0045,0.0061,0.0077,0.0232
Federal Corporate Taxes Contribution,difference,0,0,-0,0,-0,-0,-0,NA,NA,0.0098,0.0102,0.0098,0.0093,0.0092,0.0088,0.0144,-0.1656
Federal Corporate Taxes Contribution,previous,-0.0173,-0.012,-0.0199,-0.04,-0.0509,-0.0513,-0.0293,NA,NA,-0.0429,-0.0381,-0.0263,-0.0114,-0.0137,-0.0027,-0.0067,0.1888
Federal Health Outlays Contribution,current,0.0481,0.1533,0.0452,0.0595,-0.0847,-0.0916,-0.0648,NA,NA,-0.0083,-0.0386,-0.1277,-0.126,-0.0625,0.0066,0.0712,0.1177
Federal Health Outlays Contribution,difference,0,0,-0,-0,-0,0,-0,NA,NA,-0.0348,-0.0338,-0.0313,-0.0321,0.0027,0.0013,-1e-4,5.5475
Federal Health Outlays Contribution,previous,0.0481,0.1533,0.0452,0.0595,-0.0847,-0.0916,-0.0648,NA,NA,0.0265,-0.0048,-0.0964,-0.0939,-0.0653,0.0053,0.0713,-5.4299
Federal Non Corporate Taxes Contribution,current,-0.4116,-0.4139,-0.4064,-0.8843,-1.0047,-0.5968,-0.3681,NA,NA,0.1311,0.1561,0.4183,0.3973,0.4102,0.2994,0.0696,0.0846
Federal Non Corporate Taxes Contribution,difference,-0,-0,0,-0,0,-0,0,NA,NA,-0.0481,-0.094,-0.1186,-0.1367,-0.1546,-0.1724,-0.184,-7.6475
Federal Non Corporate Taxes Contribution,previous,-0.4116,-0.4139,-0.4064,-0.8843,-1.0047,-0.5968,-0.3681,NA,NA,0.1792,0.2501,0.5368,0.534,0.5649,0.4718,0.2536,7.7321
Federal Other Direct Aid Arp Contribution,current,-0.039,0.0094,0.0857,0.0555,0.0341,-0.0637,-0.0649,NA,NA,-0.0365,-0.024,-0.0265,-0.0206,-0.0217,-0.0302,-0.0211,-0.0162
Federal Other Direct Aid Arp Contribution,difference,0,0,0,-0,-0,-0,-0,NA,NA,1e-4,5e-4,5e-4,4e-4,4e-4,6e-4,4e-4,0.0035
Federal Other Direct Aid Arp Contribution,previous,-0.039,0.0094,0.0857,0.0555,0.0341,-0.0637,-0.0649,NA,NA,-0.0366,-0.0245,-0.027,-0.021,-0.0221,-0.0308,-0.0215,-0.0197
Federal Other Vulnerable Arp Contribution,current,0.1216,0.1362,0.1456,0.1261,0.0852,0.0492,-0.0368,NA,NA,-0.0961,-0.0985,-0.0633,-0.0499,-0.0442,-0.0264,-0.0105,-0.01
Federal Other Vulnerable Arp Contribution,difference,-0,0,-0,0,-0,-0,0,NA,NA,4e-4,0.0019,0.0012,0.001,8e-4,5e-4,2e-4,0.0069
Federal Other Vulnerable Arp Contribution,previous,0.1216,0.1362,0.1456,0.1261,0.0852,0.0492,-0.0368,NA,NA,-0.0965,-0.1003,-0.0645,-0.0508,-0.0451,-0.0269,-0.0107,-0.0169
Federal Purchases Deflator Growth,current,0.0102,0.0108,0.0107,0.0139,0.0147,0.0118,0.0078,NA,NA,0.0083,0.0072,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,-0,0,0,0,-0,0,-0,0
Federal Purchases Deflator Growth,previous,0.0102,0.0108,0.0107,0.0139,0.0147,0.0118,0.0078,NA,NA,0.0083,0.0072,0.0072,0.0067,0.0069,0.0066,0.0063,0.0061
Federal Social Benefits Contribution,current,-0.0437,-0.0434,0.1964,-0.9292,-0.2428,-0.8431,-0.4818,NA,NA,0.1334,-0.0722,-0.1594,-0.077,-0.0709,-0.0377,-0.0742,-0.0723
Federal Social Benefits Contribution,difference,-0,-0,-0,-0,0,0.0022,-0.0766,NA,NA,-0.0706,0.0082,0.0095,-0.0238,0.0045,0.0037,0.0043,6.6292
Federal Social Benefits Contribution,previous,-0.0437,-0.0434,0.1964,-0.9292,-0.2428,-0.8453,-0.4051,NA,NA,0.204,-0.0803,-0.1689,-0.0532,-0.0754,-0.0414,-0.0784,-6.7015
Federal Student Loans Contribution,current,0.0646,0.0296,0.0274,0.0173,-0.0131,-0.0124,-0.0118,NA,NA,-0.1368,-0.1146,-0.104,-0.0952,-0.0561,-0.0305,-0.0302,-0.0238
Federal Student Loans Contribution,difference,0.0646,0.0296,0.0274,0.0173,-0.0131,-0.0124,-0.0118,NA,NA,-0.1412,-0.1177,-0.108,-0.0974,-0.0583,-0.0323,-0.0319,-0.0202
Federal Student Loans Contribution,previous,0,0,0,0,0,0,0,NA,NA,0.0044,0.0031,0.0041,0.0022,0.0022,0.0018,0.0017,-0.0035
Federal Subsidies Contribution,current,0.399,0.2365,0.0296,-0.0604,-0.0848,-0.0844,-0.0471,NA,NA,-0.5769,-0.2266,-0.1789,-0.3218,-0.2396,-0.1042,-0.0329,-0.0263
Federal Subsidies Contribution,difference,0,0,0,0,-0,0,0,NA,NA,0.0023,0.0043,0.0034,0.0061,0.0046,0.002,6e-4,0.0592
Federal Subsidies Contribution,previous,0.399,0.2365,0.0296,-0.0604,-0.0848,-0.0844,-0.0471,NA,NA,-0.5792,-0.2309,-0.1824,-0.3279,-0.2442,-0.1062,-0.0335,-0.0855
Federal Ui Contribution,current,0.0755,-0.9745,-1.0374,-0.9616,-1.4202,-0.9659,-0.3967,NA,NA,-0.1294,-0.0076,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Federal Ui Contribution,difference,0,-0,0,0,-0,-0,0,NA,NA,5e-4,1e-4,0,0,0,0,0,0
Federal Ui Contribution,previous,0.0755,-0.9745,-1.0374,-0.9616,-1.4202,-0.9659,-0.3967,NA,NA,-0.13,-0.0077,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Fiscal Impact,current,-2.0761,-2.4954,-3.1028,-3.8579,-4.8431,-2.3359,-0.9889,NA,NA,-0.1467,-0.1349,-0.5118,-0.3448,-0.395,-0.2597,-0.4655,-0.5068
Fiscal Impact,difference,0.0646,0.0296,0.0274,0.0173,-0.0131,0.169,-0.0891,NA,NA,0.1578,0.1577,0.036,-0.3273,-0.3286,-0.3175,-0.3933,72.203
Fiscal Impact,previous,-2.1407,-2.525,-3.1302,-3.8752,-4.8299,-2.5048,-0.8997,NA,NA,-0.3045,-0.2926,-0.5478,-0.0175,-0.0664,0.0577,-0.0722,-72.7098
Gdp,current,23046.9,23550.4,24349.1,24740.5,25248.5,25723.9,26138,NA,NA,27029.9185,27301.5903,27613.8192,27943.7792,28280.4648,28629.0729,28984.3047,29331.0786
Gdp,difference,0,0,0,0,0,0,0,NA,NA,504.6185,509.6903,515.5192,521.6792,527.9648,534.4729,541.1047,547.5786
Gdp,previous,23046.9,23550.4,24349.1,24740.5,25248.5,25723.9,26138,NA,NA,26525.3,26791.9,27098.3,27422.1,27752.5,28094.6,28443.2,28783.5
Grants Contribution,current,0.6692,-0.0325,0.3023,0.3706,0.7885,-0.3021,-0.6923,NA,NA,-0.1351,-0.0606,-0.2616,-0.3746,-0.017,0.0097,-0.3166,-0.1953
Grants Contribution,difference,-0,0,-0,0,0,0,0,NA,NA,-1.3457,0.0012,0.005,0.0071,3e-4,-2e-4,0.006,6.5546
Grants Contribution,previous,0.6692,-0.0325,0.3023,0.3706,0.7885,-0.3021,-0.6923,NA,NA,1.2106,-0.0617,-0.2666,-0.3818,-0.0173,0.0099,-0.3226,-6.75
Real Potential Gdp Growth,current,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Real Potential Gdp Growth,difference,-0,-0,-0,-0,0,0,0,NA,NA,-0,0,-0,0,0,0,0,-0
Real Potential Gdp Growth,previous,0.0049,0.0051,0.0051,0.005,0.0048,0.0046,0.0044,NA,NA,0.0042,0.0042,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Rebate Checks Arp Contribution,current,-1.0363,-0.0482,-1.1582,-0.0329,-0.023,-0.0338,-0.0218,NA,NA,-0.0127,-0.0126,-0.6091,-1e-4,-1e-4,-0.0062,0,0
Rebate Checks Arp Contribution,difference,0,-0,-0,-0,0,0,0,NA,NA,1e-4,2e-4,0.0116,0,0,1e-4,0,0
